given_name,family_name,date_of_birth,place_of_birth
Harold,Joynson,1884-12-12,Stirling
Jane,Mclaughlan,1984-03-13,Anstruther
Margaret,Cunningham,1853-05-07,Milngavie
Albert,Doyle,1899-09-07,Rothesay
Peter,Latham,1896-07-30,Enniskillen
Michael,Wood,1930-02-23,West Calder
Ruth,Latham,1980-05-11,Forfar
Albert,Walker,1883-01-14,Cupar
Peter,Wallace,1877-01-26,Perth
Frederick,Bell,1876-08-27,Brechin
Violet,Henderson,1971-01-27,Campbeltown
Catherine,Hopkins,1865-10-10,Ardrossan
Stanley,Sinclair,1856-09-22,Langholm
Sean,Ghillyer,1977-10-30,Armagh
Kenneth,Smith,1861-03-17,Annan
Robert,Barth,1976-03-14,Stranraer
Nellie,Doyle,1917-04-21,Wick
Robert,Paterson,1955-05-11,Oban
David,Hunter,1861-09-24,Coleraine
Ronald,Mclaughlan,1871-04-11,Dungannon
Richard,Simpson,1958-03-03,Buckie
Muriel,Ferguson,1941-09-06,Inverness
Jonathan,Milne,1910-07-26,Downpatrick
Leonard,Latham,1858-05-07,Irvine
Jonathan,Mclaughlan,1869-05-14,Dumfries
Robert,Taylor,1925-02-11,Lisburn
Beatrice,Mclaughlan,1902-03-22,Kirkcaldy
Edward,Reid,1900-09-14,Golspie
Sean,Walker,1858-06-11,Omagh
Hugh,Ross,1966-05-01,Dalry
Jean,Black,1897-05-26,Hamilton
Iris,Hunter,1946-03-09,Hawick
Philip,Mclaughlan,1975-01-12,Stirling
Sarah,Scott,1914-07-07,Ballymoney
Nellie,Reid,1932-10-15,Newry
Alice,Johnston,1953-05-02,Inverness
Alan,Anderson,1845-06-30,Dungannon
Richard,Booth,1893-11-19,Leven
Winifred,MacDonald,1935-01-22,Keith
Ethel,Ferguson,1892-05-13,Arbroath
Ada,Doyle,1986-01-02,Londonderry
Christopher,Black,1897-06-03,Langholm
Violet,Cunningham,1954-04-13,Kirkcaldy
Winifred,Helm,1874-04-08,Invergordon
Sarah,Wallis,1863-09-19,Lanark
Doris,Jeffery,1922-02-27,Anstruther
Edith,Shaw,1881-03-11,Peebles
Hugh,Reid,1984-04-23,Motherwell
Philip,Thomson,1989-10-12,Lerwick
Joseph,Young,1871-07-13,Milngavie
Doris,Grant,1970-02-22,Alloa
Gladys,Ghillyer,1869-06-24,Annan
Edward,Dixon,1987-08-04,Elgin
Alexander,Gordon,1848-12-23,Inverness
Helen,Allan,1950-05-09,Brechin
Harold,Hutchinson,1935-03-12,Airdrie
Ian,Hay,1983-02-17,Fraserburgh
William,Henderson,1897-08-16,Brechin
Ada,Williams,1882-09-06,Dufftown
William,Johnston,1888-01-27,Leven
Samuel,Scott,1843-05-17,Lanark
Daniel,Bentham,1922-09-19,Dungannon
Mabel,Hutchinson,1937-05-25,Omagh
Nellie,Henderson,1935-06-17,Cookstown
Samuel,Johnston,1840-11-06,Dundee
Ian,Clements,1927-10-15,Elgin
Anne,Murray,1969-12-06,Dunfermline
Margaret,Barth,1936-06-15,Bellshill
Amos,Duncan,1969-01-15,Edinburgh
Alan,Hyam,1983-01-28,Inverness
Leonard,Bruce,1975-04-01,Falkirk
Sheila,Brown,1929-11-29,Ayr
Ian,Bruce,1865-11-27,Castle Douglas
Arthur,Watt,1841-07-09,Hawick
Alexander,Kennedy,1985-11-08,West Calder
Colin,Joynson,1987-11-01,Kirkwall
Steven,Cunningham,1983-11-20,Annan
Joseph,Wilson,1892-06-24,Stirling
Donald,Penney,1966-05-01,Elgin
Thirza,Jeffery,1958-10-07,Dingwall
Hugh,Hamilton,1845-04-23,Dalbeattie
Hilda,Findlay,1973-12-30,Elgin
Gladys,Sinclair,1914-10-28,Banbridge
Elsie,Ferguson,1913-03-11,Aberdeen
Jonathan,Bennett,1965-01-15,Peterhead
Richard,Penney,1931-12-04,Oban
Iris,Styles,1861-11-30,Edinburgh
Florence,Humphreys,1867-09-26,Linlithgow
Iris,Crawford,1845-10-23,Huntly
Charles,Douglas,1938-06-27,Ardrossan
Peter,Barth,1990-06-16,Crieff
Edith,Murray,1884-08-17,Coatbridge
Jose,Norman,1983-07-10,Galashiels
Jean,Stevenson,1974-11-28,Barrhead
Norman,Anderson,1853-09-29,Ayr
Sheila,Thomson,1897-03-25,Kilsyth
Hilda,Hyam,1867-10-05,Blairgowrie
Ethel,Joynson,1905-06-08,Larne
Josephine,Stevenson,1867-02-13,Stornoway
George,Ferguson,1932-03-07,Huntly
George,Clark,1972-11-07,Ardrossan
Hilda,Kerr,1940-09-09,Port Glasgow
Arthur,Taylor,1967-08-19,Perth
Mary,Burns,1886-11-09,Stirling
Josephine,Stewart,1973-12-11,Coatbridge
Donald,Hopkins,1901-06-23,Downpatrick
Sean,Black,1914-12-24,Buckie
William,Hetherington,1846-12-16,Montrose
Margaret,Wilson,1945-07-24,Musselburgh
Anne,Clark,1883-08-28,Kilsyth
Sheila,Black,1974-03-02,Enniskillen
Violet,Denton,1925-08-12,Stornoway
Josephine,Ghillyer,1936-05-13,Newtownards
Nellie,Anderson,1894-12-01,Golspie
Jonathan,Hutchinson,1891-06-26,Edinburgh
Edith,Barth,1911-08-14,Enniskillen
Joseph,Wright,1965-06-20,Barrhead
Hilda,Bennett,1976-03-02,Larne
Edward,Sinclair,1864-09-15,Dromore
Alice,Watt,1894-10-31,Carluke
Sean,Johnston,1841-11-03,Lisburn
Amos,Sinclair,1900-12-26,Leven
Henry,Williamson,1846-02-18,Ballymoney
Alexander,Hunter,1922-04-27,Armagh
Sarah,Farrow,1906-11-24,Barrhead
Nancy,Currie,1924-03-06,Lisburn
Olive,Rogerson,1975-12-10,Kirkwall
Sidney,Ferguson,1888-05-03,Kirriemuir
Robert,Thomson,1845-03-10,Coleraine
Robert,Williams,1980-12-17,West Calder
Leonard,McKay,1936-06-17,Campbeltown
Thirza,Williams,1937-07-09,Aberdeen
Grace,Rogerson,1963-08-25,Coatbridge
Daniel,Ross,1909-10-20,Coleraine
David,Ross,1848-08-26,Montrose
Elizabeth,Watt,1873-10-19,Annan
Alice,Hamilton,1946-10-25,Falkirk
Ronald,Doyle,1901-07-29,Downpatrick
Harold,Doyle,1970-08-29,Dumbarton
Nancy,Findlay,1851-11-08,Haddington
Lily,Williamson,1885-10-21,Linlithgow
Harold,Martin,1909-05-19,Perth
Olive,Wood,1895-03-11,Kinross
Ian,Taylor,1919-07-28,Dalkeith
Christopher,Robertson,1960-04-06,Ayr
Ruth,Milne,1920-04-17,Campbeltown
Olive,Young,1887-04-17,Banbridge
Daniel,Doyle,1840-04-13,Blairgowrie
Richard,Helm,1842-12-03,Rothesay
George,Craig,1956-02-09,Kinross
Thirza,Kerr,1949-04-10,Dalry
Edith,Bennett,1958-10-22,Irvine
Janet,Norman,1930-11-23,Keith
Doris,Watson,1910-07-13,Keith
Henry,Marshall,1935-08-05,Kirkwall
Thirza,Watson,1880-02-10,Stranraer
Thirza,Wallace,1889-04-15,Hamilton
Beatrice,Morrison,1861-07-31,Kirkcaldy
Jean,Hetherington,1921-03-29,Falkirk
Norman,Hetherington,1866-07-01,Forres
Robert,Norman,1857-03-18,Enniskillen
Jose,Duncan,1870-10-31,Inverness
Beatrice,Taylor,1855-09-21,Brechin
Anne,Martin,1875-03-25,Thurso
Robert,Wallace,1861-08-03,Larne
Hilda,Marshall,1984-10-19,Carluke
Nancy,Clements,1846-09-17,Fraserburgh
Betty,Thomson,1885-11-01,Crieff
Andrew,Cash,1978-03-28,Barrhead
Richard,Bell,1969-10-26,Kilmarnock
Leonard,Hutchinson,1927-06-12,Newton Stewart
Kenneth,Smith,1954-06-28,Grantown-on-Spey
Catherine,Millar,1919-02-15,Banff
Helen,Millar,1989-07-10,Musselburgh
Leonard,Marshall,1861-11-11,Ardrossan
Margaret,Brown,1915-05-16,Langholm
Lily,Duncan,1988-07-25,Elgin
Charles,Shaw,1909-09-26,Belfast
Steven,Craig,1864-06-09,Jedburgh
Ada,Booth,1958-06-21,Crieff
Kenneth,Black,1875-09-30,Cupar
Philip,Wood,1913-07-13,St Andrews
Norman,Ross,1959-02-13,Castle Douglas
Sheila,Denton,1923-11-10,Buckie
Daniel,Grant,1877-03-17,Leven
Henry,Wilson,1851-07-27,Dalry
Ruth,Cunningham,1965-10-02,Huntly
Ian,Jones,1868-12-04,Bellshill
Hilda,Campbell,1968-11-01,Kirriemuir
Janet,Ferguson,1856-03-01,Carluke
Albert,Hopkins,1856-09-26,Wishaw
Mary,Gordon,1961-02-11,Golspie
Richard,Millar,1859-10-17,Lockerbie
Violet,Craig,1927-03-15,Omagh
Susan,Beetham,1956-03-10,Huntly
Norman,Duncan,1964-06-09,Hamilton
Mabel,McKay,1901-08-30,Jedburgh
Sarah,Martin,1984-08-19,Langholm
Grace,Millar,1903-07-22,Kilmarnock
Betty,Latham,1931-06-08,Newtownards
Florence,Campbell,1872-03-21,Kinross
Olive,Clark,1901-08-31,Newry
Nancy,Anderson,1931-06-27,Kilmarnock
Joseph,Brown,1955-02-27,Thurso
Henry,Hay,1902-01-02,Peebles
Joseph,Ross,1930-04-12,Kilsyth
Ethel,MacDonald,1844-05-30,Huntly
Edith,Penney,1964-05-21,Banff
Catherine,Millar,1883-07-08,Forres
Charles,Mclaughlan,1988-06-18,Arbroath
Elizabeth,Hopkins,1990-11-25,Dungannon
Patrick,Jeffery,1900-03-03,Forfar
Thirza,Allan,1958-11-21,Jedburgh
Ronald,Ferguson,1915-03-13,Stornoway
George,Humphreys,1915-08-28,West Calder
Ronald,Kennedy,1939-04-23,Banff
Florence,Gray,1958-07-15,Wishaw
Betty,Walker,1850-03-16,Linlithgow
Colin,Bentham,1954-06-29,Buckie
Ian,Chandler,1914-05-26,Keith
Andrew,Simpson,1938-03-01,Greenock
Mabel,Millar,1879-03-06,Dingwall
Susan,Sinclair,1916-03-15,Ballymoney
Donald,Wilson,1864-06-02,Cookstown
Thomas,Ferguson,1907-11-28,Anstruther
Grace,Thomson,1879-04-06,Langholm
Jean,Bentham,1979-11-10,Newtownards
Betty,Stewart,1893-03-20,Kilmarnock
Helen,Ross,1962-12-04,Kelso
Philip,Bell,1878-04-19,Stranraer
Christopher,Beetham,1980-08-03,Helensburgh
George,Mitchell,1884-07-23,Bathgate
Kathleen,Mitchell,1840-07-08,Oban
Philip,Fraser,1884-10-07,Portadown
Albert,Hutchinson,1945-03-02,Elgin
Christopher,Millar,1988-11-27,St Andrews
Andrew,Paterson,1853-11-05,Fraserburgh
Donald,Murray,1919-08-18,Leven
David,Denton,1979-10-31,Musselburgh
Lily,Shaw,1870-02-08,Banbridge
Winifred,Ghillyer,1962-10-31,Wick
Amos,Brown,1868-05-28,Hawick
Winifred,Brown,1878-06-15,Lurgan
William,Stevenson,1857-10-11,Wishaw
Olive,Doyle,1969-04-03,Coleraine
Lily,Findlay,1852-09-04,Anstruther
Sidney,Clark,1853-04-24,Haddington
Grace,Martin,1944-11-20,Blairgowrie
David,Simpson,1879-05-22,Dalry
Helen,Fraser,1917-11-20,Ayr
Harold,Allan,1956-05-09,Montrose
Alan,Shaw,1874-02-11,Portsoy
Michael,Wilson,1915-01-25,Bathgate
Michael,Barth,1869-09-18,Perth
Beatrice,Thomson,1909-08-28,Airdrie
Colin,Jones,1929-07-30,Irvine
Olive,Rogerson,1989-02-22,Dingwall
Ada,Jones,1960-07-20,Linlithgow
Albert,Humphreys,1878-05-19,Crieff
Robert,Reid,1977-02-08,Bangor
Joseph,Hamilton,1989-10-11,Hawick
Elizabeth,Renshaw,1876-12-31,Enniskillen
Lily,Rogerson,1892-07-07,Stirling
Alan,Bruce,1907-02-17,Irvine
Joseph,Morrison,1887-02-06,Paisley
Gladys,Findlay,1882-08-19,Linlithgow
Ethel,Hamilton,1874-09-26,Brechin
Margaret,Morrison,1885-09-14,Peterhead
Charles,Mclaughlan,1843-11-21,Belfast
Kenneth,Robertson,1888-03-02,Invergordon
Daniel,Doyle,1917-04-12,Carluke
Nellie,Dixon,1964-01-23,Edinburgh
Arthur,Wallis,1899-09-18,Dumbarton
Christopher,Ritchie,1865-05-07,Bathgate
Muriel,Bentham,1912-12-11,Aberdeen
Muriel,Norman,1892-02-25,Dumfries
Iris,Booth,1970-12-24,Motherwell
Edward,Hay,1916-09-16,Rothesay
Winifred,Wood,1872-07-23,Annan
Robert,Wilson,1905-03-18,Ballymoney
Anne,Bennett,1959-04-14,Kirriemuir
Olive,Chandler,1946-08-05,Port Glasgow
Alan,Mitchell,1964-07-26,Castle Douglas
Jane,MacDonald,1952-09-29,Cupar
Joseph,Hopkins,1874-09-12,Elgin
Sidney,Jeffery,1851-11-28,Hawick
Robert,Duncan,1875-05-25,Edinburgh
Joseph,Latham,1878-11-01,Forfar
Alexander,Ritchie,1865-11-16,Bellshill
Janet,Crawford,1935-10-26,Dundee
Elizabeth,Wilson,1949-03-10,Paisley
Janet,Allan,1844-08-19,Campbeltown
Olive,Hunter,1912-09-22,Kilsyth
Ruth,Jeffery,1962-10-18,Kelso
Leonard,Wright,1920-04-07,Golspie
Elsie,Smith,1901-10-12,Hamilton
Daniel,Allan,1876-03-11,Belfast
Iris,Young,1867-06-24,Londonderry
Stanley,Doyle,1918-07-03,Stranraer
Elizabeth,Murray,1856-11-22,Jedburgh
Ronald,Young,1940-11-02,Dumbarton
Ian,Sinclair,1896-05-29,Dunfermline
Steven,Campbell,1937-05-21,Falkirk
Josephine,Campbell,1989-06-01,Leven
Colin,Kerr,1919-06-21,Wishaw
Sheila,Humphreys,1985-06-27,Thurso
Ian,Norman,1884-11-17,Brechin
Robert,Clark,1912-05-22,Keith
George,Wood,1980-01-26,Irvine
Olive,Hamilton,1918-11-21,Stranraer
Helen,Williamson,1950-12-21,Crieff
Susan,Styles,1958-03-01,Stranraer
Anne,Watson,1855-03-11,Carluke
Andrew,Young,1955-03-28,Keith
William,Bell,1844-02-24,Londonderry
Winifred,Latham,1949-12-12,Musselburgh
Sheila,Hyam,1927-05-19,Carluke
Edward,Watson,1982-06-05,Bangor
Christopher,Findlay,1874-03-14,Perth
Grace,Bruce,1916-06-03,Wick
Olive,Gordon,1918-12-23,Selkirk
Albert,Hyam,1949-05-12,Dufftown
Alexander,Munro,1902-03-19,Bridge of Allan
Elsie,Douglas,1914-04-20,Coleraine
Mabel,Jones,1870-11-28,Thurso
Kathleen,Clements,1899-07-27,Blairgowrie
Mary,Molnar,1854-10-10,Blairgowrie
William,Milne,1907-05-01,Rothesay
Olive,Campbell,1940-05-21,Dromore
Ethel,Penney,1961-10-26,Carluke
Norman,Millar,1959-12-05,Clydebank
Helen,Dixon,1951-06-04,Huntly
Michael,Marshall,1952-09-22,Glasgow
Susan,Williams,1904-06-12,Campbeltown
Janet,Clark,1866-07-30,Peebles
Arthur,Hamilton,1873-11-23,Invergordon
Jonathan,Thomson,1920-01-28,Ardrossan
James,Dixon,1899-01-03,Dufftown
Betty,Molnar,1979-04-24,Clydebank
Albert,Denton,1864-04-06,Dalbeattie
Muriel,Currie,1862-06-10,Armagh
Joseph,Gordon,1868-06-29,Peebles
Agnes,Martin,1970-01-22,Armagh
Agnes,Jeffery,1907-02-06,Dundee
Arthur,Williams,1869-07-06,Anstruther
Albert,Jones,1955-06-24,Inverness
Agnes,Ghillyer,1878-02-15,Kirriemuir
Sean,Williams,1935-10-22,Kirkcaldy
Frederick,Allan,1848-03-06,Newtownards
Ian,Hutchinson,1841-11-13,Omagh
Sidney,Hetherington,1952-07-28,Newtownards
Florence,Renshaw,1984-10-14,Lurgan
Jane,Hamilton,1856-10-30,Londonderry
Catherine,Anderson,1974-12-31,Kilsyth
Jonathan,Henderson,1897-01-16,Dumfries
Charles,Hopkins,1873-07-06,Stonehaven
Ethel,Mclaughlan,1844-06-08,Lurgan
Ian,Stewart,1856-10-28,Enniskillen
Richard,Wallace,1892-10-16,Stranraer
Charles,Craig,1940-12-03,St Andrews
Henry,Ross,1926-05-07,Perth
Sheila,Farrow,1920-03-12,Bathgate
Winifred,Martin,1893-01-24,Cookstown
Helen,Dixon,1884-04-19,Newtownards
Colin,Johnston,1851-05-17,Ballymena
Kathleen,Crawford,1950-03-09,Arbroath
Thirza,Bentham,1963-04-25,Portsoy
Samuel,Black,1979-01-29,Motherwell
Susan,Penney,1845-11-15,Hawick
Hilda,Rogerson,1990-09-11,Langholm
Ruth,Watt,1934-01-24,Brechin
Ruth,Kerr,1944-07-06,Kinross
Nancy,Watson,1896-08-05,Kilmarnock
Samuel,Murray,1908-11-27,Irvine
Jonathan,Doyle,1904-12-23,Lurgan
Agnes,Stewart,1958-06-16,St Andrews
Ruth,Farrow,1947-08-26,Golspie
George,Shaw,1909-06-02,Huntly
Hilda,Chandler,1896-05-28,Blairgowrie
Arthur,Ross,1855-12-29,Haddington
Jean,Fraser,1962-04-03,Forfar
Alan,Shaw,1840-07-19,Grantown-on-Spey
Sean,Black,1924-08-15,Dumfries
Donald,Simpson,1851-11-13,Cupar
David,Molnar,1860-08-08,Omagh
Anne,Booth,1898-01-13,Peterhead
George,Sinclair,1928-11-14,Jedburgh
Lily,Burns,1974-08-29,Galashiels
Edith,Joynson,1893-04-11,Tillicoultry
Lily,Sinclair,1853-12-16,Ballymoney
Richard,Robertson,1927-08-18,Glasgow
Henry,Wright,1851-01-05,Londonderry
Robert,Robertson,1963-10-06,Bridge of Allan
Nellie,Stevenson,1975-07-08,Kinross
Jean,Taylor,1848-02-19,Omagh
Thomas,Craig,1972-07-28,Strabane
Violet,Chandler,1865-12-12,Grantown-on-Spey
Donald,Norman,1927-04-04,Banbridge
Mabel,Cunningham,1987-03-17,St Andrews
Frederick,Ghillyer,1937-04-16,Leven
Iris,Shaw,1952-02-28,Dungannon
Thirza,Morrison,1852-12-15,Tillicoultry
Elsie,Hay,1913-10-01,Dingwall
Steven,Latham,1850-11-13,Dalkeith
Ian,Ghillyer,1917-11-06,Hamilton
Catherine,Gordon,1933-06-06,Aberdeen
Ethel,Reid,1902-09-02,Carrickfergus
Charles,Cunningham,1927-05-14,Newton Stewart
Janet,Ferguson,1955-03-30,Port Glasgow
Iris,Clements,1989-12-31,Alloa
Michael,Milne,1884-12-31,Cupar
Sidney,Hopkins,1945-10-29,Stonehaven
Mary,Doyle,1906-01-28,Port Glasgow
Catherine,Douglas,1955-07-22,Glasgow
Kathleen,McKay,1984-10-12,Banff
Albert,Henderson,1943-09-07,Perth
Agnes,Shaw,1868-12-20,Lisburn
Nellie,Norman,1843-06-05,Castle Douglas
Betty,Farrow,1888-12-18,Lisburn
Jean,Joynson,1945-09-28,Leven
Kathleen,Paterson,1883-06-14,Downpatrick
Jane,Murray,1975-12-07,Oban
Albert,Watson,1974-11-12,Bathgate
Amos,Farrow,1887-03-31,Paisley
Sarah,Wallis,1959-10-14,Grantown-on-Spey
Jean,Burns,1876-03-10,Aberdeen
Edward,Thomson,1893-07-03,Fraserburgh
Thirza,Rogerson,1882-09-08,Ayr
Norman,Millar,1906-01-30,Peebles
Catherine,Venters,1982-08-06,Musselburgh
Iris,Stewart,1863-06-11,Portsoy
Margaret,Penney,1947-08-15,Downpatrick
Hilda,Currie,1907-07-28,Fraserburgh
Doris,Latham,1930-08-24,Larne
James,Norman,1969-04-27,Bridge of Allan
Jean,McKay,1897-06-30,Kinross
Jean,Williamson,1954-02-16,Carrickfergus
Margaret,Crawford,1917-03-03,Hamilton
Jonathan,Douglas,1931-07-01,Peterhead
George,Allan,1898-10-21,Ayr
Ruth,Morrison,1982-03-07,Airdrie
Daniel,Kennedy,1982-10-22,Armagh
Michael,Helm,1957-12-17,Selkirk
Donald,Clements,1934-03-04,Barrhead
Daniel,Stewart,1989-10-10,Paisley
Susan,Bentham,1890-07-05,Irvine
Thomas,Ross,1862-04-09,Port Glasgow
Anne,Sinclair,1977-04-03,Alloa
Elsie,Stewart,1927-04-06,Lurgan
George,Williamson,1906-08-09,Portsoy
Mary,Wallace,1872-11-02,Dingwall
Charles,Denton,1939-01-30,Forfar
Helen,Hutchinson,1975-12-22,Stirling
Betty,Hunter,1861-05-30,Annan
Edward,Morrison,1964-12-31,Jedburgh
Jean,Ferguson,1946-07-15,Bridge of Allan
Anne,Farrow,1931-03-21,Milngavie
Harold,Crawford,1940-09-25,Linlithgow
Christopher,Doyle,1872-11-06,Cookstown
Arthur,Mitchell,1896-05-17,Hawick
Norman,Gordon,1876-04-19,Anstruther
Doris,Barth,1959-04-15,Strabane
George,Humphreys,1987-10-25,Portadown
Kenneth,Penney,1937-03-05,Dundee
Donald,Watson,1895-06-11,Tillicoultry
Patrick,Martin,1962-06-07,Lockerbie
Violet,Robertson,1858-06-22,Invergordon
Elizabeth,Ritchie,1841-09-09,Rothesay
Sheila,Crawford,1968-03-01,Ayr
James,Marshall,1956-02-18,Peterhead
Agnes,Hay,1925-01-30,Leven
Winifred,Chandler,1868-11-02,Portadown
Beatrice,Simpson,1890-09-06,Tillicoultry
Steven,Robertson,1906-12-25,Ayr
Ian,Latham,1985-05-31,Dumbarton
Richard,Milne,1987-12-24,Haddington
Agnes,Hunter,1867-04-27,Montrose
William,Joynson,1850-05-16,Dromore
Sarah,Young,1961-08-17,Newtownards
Janet,Craig,1879-05-15,Forres
Kathleen,Stevenson,1933-11-26,Huntly
Betty,Kerr,1910-07-11,Peterhead
Edith,Booth,1938-11-14,Motherwell
Mabel,Penney,1945-08-11,Tillicoultry
Jane,Williamson,1892-06-27,Lockerbie
Margaret,Johnston,1941-11-17,Stranraer
Thomas,Ritchie,1895-08-24,Crieff
Henry,Cash,1911-08-05,Elgin
Nancy,Watson,1871-01-12,Dungannon
Gladys,Brown,1964-05-16,Keith
Ethel,Johnston,1921-02-05,Portsoy
Amos,Hyam,1905-03-12,Hawick
Albert,Johnston,1880-01-31,Dromore
Christopher,Currie,1915-09-13,Alloa
Muriel,Marshall,1925-03-18,Alloa
Daniel,Douglas,1868-03-23,Edinburgh
Grace,Bell,1853-01-12,Dufftown
Sarah,Marshall,1863-02-14,Dromore
Edith,Farrow,1967-06-02,Ballymena
James,Douglas,1876-01-03,Fraserburgh
Steven,Morrison,1861-11-20,Carrickfergus
Grace,Williams,1861-10-04,Enniskillen
Frederick,Findlay,1863-01-21,Golspie
George,Joynson,1880-11-21,Fraserburgh
Susan,Beetham,1936-12-24,Airdrie
Sidney,Stevenson,1984-03-09,Stonehaven
Sean,Burns,1920-06-26,Forres
Alice,Chandler,1915-01-10,Dunfermline
Catherine,Craig,1850-02-16,Stonehaven
Philip,Williams,1978-09-19,Barrhead
Elizabeth,Chandler,1910-08-08,Hamilton
Leonard,Latham,1924-06-28,Newtownards
Daniel,Jeffery,1842-02-23,Dromore
Alexander,Duncan,1952-11-22,Hamilton
Edward,Ferguson,1953-04-01,Thurso
John,Hetherington,1919-10-22,Clydebank
Donald,Taylor,1887-06-02,Stirling
Christopher,Sinclair,1855-01-05,Inverness
Nancy,Bell,1855-05-23,Downpatrick
Alexander,Hunter,1943-11-29,Bangor
Christopher,Shaw,1846-02-13,Dundee
Albert,Williamson,1895-11-22,Dromore
Elizabeth,Black,1862-05-02,Huntly
Edward,Venters,1944-11-20,Dungannon
Nellie,Hamilton,1956-08-15,Larne
Harold,Robertson,1845-08-22,Stranraer
Andrew,Munro,1948-04-30,Campbeltown
Sheila,Jones,1896-12-05,Cupar
Olive,Hetherington,1850-08-16,Larne
Ian,Watt,1872-07-31,Blairgowrie
Leonard,Black,1982-05-15,Anstruther
Helen,Wallace,1896-10-08,Alloa
Jean,Hopkins,1974-05-18,Selkirk
Catherine,Clark,1985-06-29,Kelso
Amos,Reid,1950-03-24,Alloa
Christopher,Bentham,1884-03-03,Portsoy
Thomas,Black,1867-04-02,Bangor
Helen,Black,1883-06-18,Clydebank
Christopher,Marshall,1918-08-28,Milngavie
Grace,Allan,1897-07-03,Ayr
Nellie,Martin,1978-10-19,Grantown-on-Spey
Ada,Mclaughlan,1935-03-10,Hawick
Janet,Cunningham,1882-12-05,Cupar
Helen,Clements,1843-06-13,Cookstown
Nellie,Wallace,1969-12-12,Campbeltown
Catherine,Smith,1901-04-26,Dalbeattie
Gladys,Young,1968-11-23,Musselburgh
Helen,Wallis,1936-06-18,Galashiels
Ruth,Booth,1868-07-10,Dalry
Hugh,Gordon,1853-10-23,Crieff
Colin,Stevenson,1941-12-14,Anstruther
Daniel,Jones,1925-08-11,Kirkintilloch
Mabel,Cash,1977-12-31,Belfast
Dorothy,Campbell,1901-01-15,Inverness
Samuel,Humphreys,1984-10-27,Kirkcaldy
Jose,Denton,1926-07-05,Banff
Philip,Black,1939-10-24,Huntly
John,Murray,1987-09-19,Castle Douglas
Philip,Latham,1961-04-28,Peebles
Janet,Dixon,1983-07-25,Alloa
Andrew,Milne,1872-10-31,Blairgowrie
Henry,Wright,1877-11-10,Omagh
Hugh,Currie,1974-07-24,St Andrews
Iris,Williams,1877-04-07,Tillicoultry
Hugh,Venters,1930-02-28,Lerwick
Harold,Anderson,1874-04-12,Crieff
Muriel,Paterson,1971-06-07,Barrhead
Patrick,Marshall,1988-11-20,Musselburgh
Elizabeth,Chandler,1984-06-20,Kirkintilloch
Gladys,Williamson,1859-06-05,Newtownards
Betty,Wallace,1942-08-12,Greenock
Amos,Bruce,1883-10-03,Kirkwall
Patrick,Hyam,1861-02-23,Inverness
Winifred,Fraser,1960-12-09,Anstruther
Ada,Douglas,1840-06-18,Londonderry
Daniel,Watson,1969-03-31,Motherwell
Josephine,Ritchie,1977-08-23,Dungannon
William,Jones,1988-06-25,Langholm
Dorothy,MacDonald,1941-04-04,Portadown
Kathleen,Styles,1851-08-31,Leven
Norman,Kerr,1869-07-06,Greenock
Ethel,Bell,1979-04-27,Keith
Nellie,Allan,1971-09-06,Aberdeen
Susan,Farrow,1893-06-11,Carluke
Janet,Findlay,1903-10-03,Dumbarton
Albert,Munro,1981-07-27,Bellshill
Sean,Wood,1916-04-14,Linlithgow
Gladys,Grant,1975-02-15,Anstruther
Hugh,Stewart,1953-10-16,Belfast
Joseph,Mclaughlan,1885-10-22,Dungannon
Steven,Joynson,1958-01-08,Castle Douglas
Stanley,Joynson,1863-09-28,Londonderry
Albert,Milne,1921-01-20,Blairgowrie
Ian,Hopkins,1910-12-23,Dromore
Kenneth,Walker,1892-11-06,Dunfermline
Michael,Robertson,1904-09-29,Aberdeen
Elizabeth,Crawford,1927-08-16,Linlithgow
Ian,Hyam,1962-12-31,Greenock
Florence,Martin,1968-04-18,Dalry
Andrew,Currie,1910-02-21,Omagh
Ada,Black,1971-03-26,Newtownards
Thomas,Hopkins,1881-10-16,Portadown
Jane,Anderson,1898-03-20,Paisley
Steven,Gordon,1847-03-01,Dalbeattie
Janet,Cash,1869-03-04,Montrose
Helen,Kennedy,1886-08-04,Alloa
Josephine,Wilson,1845-10-03,Ayr
John,Dixon,1989-05-07,Irvine
Muriel,Venters,1905-05-27,Golspie
Albert,Munro,1884-09-17,Omagh
Sheila,Clark,1902-01-26,Dromore
Amos,Gray,1900-08-05,Kelso
William,Molnar,1974-06-06,Dumfries
Colin,Farrow,1972-01-27,Portadown
Olive,Chandler,1882-07-12,Dunfermline
Josephine,Clark,1962-11-12,Galashiels
Winifred,Bruce,1984-10-20,Airdrie
Christopher,Renshaw,1959-05-21,West Calder
Edith,Robertson,1902-11-25,Kirkwall
Christopher,Sinclair,1870-02-25,West Calder
Joseph,Millar,1937-09-25,Bathgate
Robert,Anderson,1975-04-01,Lurgan
Jane,Doyle,1898-11-01,Kirkintilloch
Edward,Duncan,1857-05-01,Stornoway
Charles,Bennett,1841-04-11,Rothesay
Christopher,Scott,1850-09-13,Crieff
Janet,Hunter,1949-10-15,Forres
Hugh,Robertson,1933-11-21,Edinburgh
Leonard,Graham,1897-10-28,Wishaw
Harold,Clark,1918-09-11,Stonehaven
Alice,Bruce,1860-11-18,Stornoway
